key_length,block_length,num_blocks,p_err,success_rate,max_candidates_num,max_num_indices_to_encode,code_generation_strategy,sparsity,theoretic_key_rate,is_success,key_rate,encoding_size_rate,matrix_size_rate,bob_communication_rate,total_communication_rate,time_rate
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,28.212332512836582,1.793027891219964,31.33672890466232,0.07382526799999937
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,False,0,0.82,27.261355012403886,1.6223795587538248,30.183403821749057,0.0910630500000002
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.22189475010096188,0.86,29.163310013269278,2.011585818520411,32.53796358240989,0.07729079200000001
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,1.848522555337465,35.83011857079906,0.0725979319999999
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,28.212332512836582,1.717183567302298,31.260884580744655,0.11781830000000014
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.22189475010096188,0.86,26.944362512259662,1.4603016327342004,29.767731895614055,0.037360840000000055
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.31699250014423125,0.8,24.091430010961577,1.0047732809526793,26.36417329249118,0.04932380200000011
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,28.212332512836582,1.6657353769810765,31.209436390423434,0.06463520000000017
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,28.212332512836582,1.6523469978083518,31.196048011250706,0.07086948400000097
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.09509775004326938,0.94,28.529325012980827,2.264837463891631,32.28402722755035,0.06328571799999963
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,False,0,0.82,27.261355012403886,1.5228839229790412,30.083908185974273,0.06678218799999967
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.2852932501298081,0.82,31.69925001442313,1.6876069757302146,34.68652624074469,0.10859609199999909
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,2.083386855718278,36.06498287117987,0.11531099999999923
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.22189475010096188,0.86,33.60120501528852,2.4782944846211468,37.44256725052986,0.09795732799999995
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,27.57834751254812,1.591339174218537,30.50105518737243,0.0956890199999998
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.31699250014423125,0.8,26.310377511971197,1.3550749888107307,28.93342250135885,0.04178688999999963
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.22189475010096188,0.86,29.163310013269278,1.8596381375477529,32.386015901437226,0.0791459599999996
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.2852932501298081,0.82,27.261355012403893,1.5331110825513037,30.094135345546544,0.053073894000000336
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.2852932501298081,0.82,27.261355012403886,1.6010688048744606,30.162093067869694,0.09270518599999945
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,2.0159561887001503,35.99755220416175,0.15588837399999989
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.2852932501298081,0.82,31.69925001442313,1.7914721526090944,34.79039141762357,0.0822222540000007
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,1.8984165681366987,35.880012583598294,0.11441811799999982
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,2.202656360480592,36.18425237594219,0.08498018600000024
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,1.8829725988020658,35.86456861426366,0.1054539120000004
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,False,0,0.82,31.69925001442313,1.6417126284796801,34.64063189349415,0.112201022
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.22189475010096188,0.86,33.60120501528852,2.609062335443866,37.573335101352576,0.18684777
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,False,0,0.86,33.60120501528852,2.1816508553282388,37.14592362123695,0.15840652400000002
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,1.9441642917947852,35.92576030725638,0.12508283000000003
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.22189475010096188,0.86,29.163310013269278,1.9619161657006152,32.488293929590085,0.08650598799999999
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,32.65022751485582,1.7420403253278693,35.72363634078947,0.06462735200000001
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.253594000115385,0.84,29.79729501355774,1.7518330440393326,32.88049655820284,0.140685098
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.31699250014423125,0.8,30.748272513990432,1.4863267184849054,33.50256923305226,0.07677390599999999
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,False,0,0.82,27.261355012403886,1.4935367498250705,30.054561012820304,0.11383054399999999
50,10,5,0.02,0.9,100,3,linear,0,0.4635219581793357,True,0.2852932501298081,0.82,27.261355012403886,1.547475458677311,30.108499721672544,0.06766721199999999
